student_id,last_name,first_name,site_name,grade,race_ethnicity,gender,iep
208010,Villanueva,Fahim,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208015,Fraser,Yousif,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208030,Couch,Isla-Rae,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208035,Roman,Kirandeep,"Summit Public School: Tahoma",11,Asian,M,FALSE
208040,Britt,Eli,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208050,Mccartney,Roberta,"Summit Public School: Tahoma",11,Asian,M,FALSE
208060,Goff,Billy,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208065,O'Brien,Gurdeep,"Summit Public School: Tahoma",11,White,M,FALSE
208070,Palmer,Harvir,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208075,Begum,Theia,"Summit Public School: Tahoma",11,White,F,FALSE
208085,Mac,Penny,"Summit Public School: Tahoma",11,Asian,F,FALSE
208090,Choi,Avneet,"Summit Public School: Tahoma",11,"Black or African American",F,FALSE
208095,Webster,Sohaib,"Summit Public School: Tahoma",11,White,F,FALSE
208105,Mac,Marcelina,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208110,Fountain,Szymon,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208125,Cox,Shayne,"Summit Public School: Tahoma",11,"Two or More Races",F,FALSE
208130,Clarke,Javier,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208145,Wormald,Bronwen,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208160,Schmitt,Albie,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
208175,Rubio,Ernest,"Summit Public School: Tahoma",12,Hispanic,M,FALSE
208190,Mclean,Sapphire,"Summit Public School: Tahoma",11,White,M,TRUE
208220,Partridge,Bobby,"Summit Public School: Rainier",12,"Black or African American",M,FALSE
208230,Barr,Fraya,"Summit Public School: Rainier",11,Hispanic,M,FALSE
208240,Wells,Ed,"Summit Public School: Tahoma",11,Asian,M,FALSE
208245,Workman,Elen,"Summit Public School: Tahoma",11,"Black or African American",M,FALSE
208250,Crouch,Sufyaan,"Summit Public School: Tahoma",11,Hispanic,F,FALSE
208260,Pace,Faith,"Summit Public School: Denali",11,Hispanic,F,TRUE
208285,Washington,Kimberley,"Summit Public School: Denali",10,"Two or More Races",F,FALSE
208295,East,Jadine,"Summit Public School: Denali",11,Hispanic,M,TRUE
208300,Pineda,Paloma,"Summit Public School: Denali",10,White,F,FALSE
208330,Lewis,Richard,"Summit Public School: Denali",11,Asian,F,FALSE
208335,Pollard,Haiden,"Summit Public School: Denali",11,Hispanic,F,FALSE
208340,Welch,Tommy,"Summit Public School: Denali",9,Hispanic,F,FALSE
208365,Finney,Billy-Joe,"Summit Public School: Denali",11,Hispanic,F,TRUE
208380,Stuart,Luciano,"Summit Public School: K2",10,Hispanic,F,FALSE
208385,David,Hudson,"Summit Public School: K2",11,Hispanic,M,FALSE
208400,Pemberton,Kamal,"Summit Public School: Denali",9,Hispanic,M,TRUE
208440,Burn,Cavan,"Summit Public School: Denali",11,Hispanic,F,FALSE
208445,Booth,Paddy,"Summit Public School: Denali",9,Hispanic,M,FALSE
208450,Whittaker,Ami,"Summit Public School: Denali",12,Hispanic,F,FALSE
208460,Bowers,Rogan,"Summit Public School: Denali",12,White,M,FALSE
208465,Kane,Emilio,"Summit Public School: Denali",10,Asian,M,FALSE
208475,Mccabe,Mark,"Summit Public School: Denali",9,"Two or More Races",F,FALSE
208490,Cline,Eli,"Summit Public School: Denali",9,Asian,F,FALSE
208520,Savage,Kristin,"Summit Public School: Denali",11,White,M,FALSE
208525,Quintana,Oluwatobiloba,"Summit Public School: Denali",11,Hispanic,M,FALSE
208530,Banks,Daniyal,"Summit Public School: Denali",10,,F,FALSE
208535,Wickens,Samir,"Summit Public School: Denali",9,Hispanic,F,FALSE
208550,Ewing,Saim,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208555,Neville,Fariha,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208560,Vincent,Celine,"Summit Public School: Shasta",11,Hispanic,M,TRUE
208570,Holcomb,Charlotte,"Summit Public School: Shasta",11,Asian,F,FALSE
208575,Sandoval,Kristian,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208580,Britt,Lilliana,"Summit Public School: Shasta",11,"Two or More Races",F,FALSE
208585,Hassan,Kianna,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208600,O'Brien,Jonathan,"Summit Public School: Shasta",11,White,M,FALSE
208605,Roy,Isaac,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208610,Ayala,Kaisha,"Summit Public School: Shasta",11,Asian,F,FALSE
208615,Hodges,Devon,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208620,Magana,Diane,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208625,Cervantes,Rodrigo,"Summit Public School: Shasta",11,Asian,M,FALSE
208630,Morgan,Ilyas,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208635,Mclean,Eduardo,"Summit Public School: Shasta",11,Hispanic,M,TRUE
208640,Best,Cinar,"Summit Public School: Shasta",11,Hispanic,M,TRUE
208650,Powell,Jaden,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208655,Walton,Rania,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208660,Cornish,Atticus,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208665,Walton,Kenneth,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208670,Odonnell,Elissa,"Summit Public School: Shasta",11,Asian,F,FALSE
208675,Rudd,Kory,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208685,Bowden,Maya,"Summit Public School: Shasta",11,Asian,F,FALSE
208690,Orozco,Muhammed,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208695,Vincent,Gurdeep,"Summit Public School: Shasta",11,,F,FALSE
208700,Wills,Perry,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208710,Cote,Paolo,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208715,Cherry,Monique,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208720,Villanueva,Aeryn,"Summit Public School: Shasta",11,Asian,M,FALSE
208725,Woodard,Domas,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208730,Lawson,Sol,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208745,Finley,Riyad,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208750,Kline,Abdallah,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208755,Stewart,Jayden,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208760,Garza,Caitlin,"Summit Public School: Shasta",11,"Black or African American",M,FALSE
208775,Collins,Octavia,"Summit Public School: Shasta",11,Asian,F,
208780,Wickens,Evie-Mai,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208785,Barr,Sami,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208790,Marin,Zidan,"Summit Public School: Shasta",11,White,M,FALSE
208795,Benson,Huzaifa,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208805,Mccabe,Tolga,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208815,Drake,Kuba,"Summit Public School: Shasta",11,"Black or African American",F,FALSE
208820,Buxton,Marlie,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208825,Lancaster,Melissa,"Summit Public School: Shasta",11,"Black or African American",M,FALSE
208835,Rudd,Zayd,"Summit Public School: Shasta",11,Hispanic,F,TRUE
208840,Laing,Rayan,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208845,Beck,Amal,"Summit Public School: Shasta",11,White,M,FALSE
208850,Schmitt,Uzma,"Summit Public School: Shasta",11,Asian,M,FALSE
208860,Hester,Walid,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208870,Orr,Eoghan,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208875,Neville,Rowan,"Summit Public School: Shasta",11,White,M,FALSE
208880,Crowther,Carl,"Summit Public School: Shasta",11,"Black or African American",F,FALSE
208885,Hull,Rodney,"Summit Public School: Shasta",11,White,F,FALSE
208890,Bonner,Luci,"Summit Public School: Shasta",11,"Black or African American",M,FALSE
208895,Arellano,Karim,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208900,Everett,Travis,"Summit Public School: Shasta",11,White,M,
208905,Nicholson,Kaitlyn,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208910,Rodriguez,Lleyton,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208915,Costa,Caius,"Summit Public School: Shasta",11,Hispanic,M,TRUE
208920,Whitmore,Kairo,"Summit Public School: Shasta",11,Asian,M,FALSE
208925,Drake,Kade,"Summit Public School: Shasta",11,Asian,F,FALSE
208930,Proctor,Shannan,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208935,Jackson,Ava-May,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208940,Andrade,Tierney,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208945,Wheeler,Erica,"Summit Public School: Shasta",11,Hispanic,F,TRUE
208955,Vasquez,Sharna,"Summit Public School: Shasta",11,"Two or More Races",F,TRUE
208960,Park,Eamonn,"Summit Public School: Shasta",11,Hispanic,F,FALSE
208965,Maldonado,Leslie,"Summit Public School: Shasta",11,White,M,FALSE
208970,Wicks,Moesha,"Summit Public School: Shasta",11,White,M,TRUE
208975,Malone,Harlow,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208980,Calderon,Mikey,"Summit Public School: Shasta",11,Asian,M,FALSE
208985,Andrew,Katya,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208990,Rush,Ruben,"Summit Public School: Shasta",11,Hispanic,M,FALSE
208995,Greenwood,Violet,"Summit Public School: Shasta",11,Hispanic,F,TRUE
209000,Rush,Saim,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209005,Griffith,Shanon,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209010,Copeland,Thomas,"Summit Public School: Shasta",11,White,M,TRUE
209015,Stott,Kye,"Summit Public School: Shasta",11,"Native Hawaiian or Other Pacific Islander",M,FALSE
209020,Pham,Oluwatobiloba,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209030,Charlton,Lorena,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209035,Blundell,Sheikh,"Summit Public School: Shasta",11,"Two or More Races",F,FALSE
209040,Corbett,Frankie,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209050,Snow,Milan,"Summit Public School: Shasta",11,Asian,F,FALSE
209055,Dillard,Gregory,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209060,Mccullough,Teri,"Summit Public School: Shasta",11,Asian,F,FALSE
209065,Williamson,Amari,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209075,Stokes,Nikita,"Summit Public School: Shasta",11,"Black or African American",M,FALSE
209080,Hull,Rui,"Summit Public School: Shasta",11,"Black or African American",F,FALSE
209085,Bloggs,Boris,"Summit Public School: Shasta",11,White,M,FALSE
209090,Waller,Robin,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209095,Dale,Deanne,"Summit Public School: Shasta",11,"Two or More Races",F,FALSE
209110,Welsh,Berat,"Summit Public School: Shasta",11,"Two or More Races",F,FALSE
209115,Fellows,Arham,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209120,Murray,Cooper,"Summit Public School: Shasta",11,Asian,F,FALSE
209125,Andrew,Maia,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209130,Goodman,Hilary,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209140,Crosby,Cairo,"Summit Public School: Shasta",11,White,F,FALSE
209155,Savage,Clark,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209160,Lyon,Amar,"Summit Public School: Shasta",11,"Native Hawaiian or Other Pacific Islander",F,FALSE
209170,Oneil,Kofi,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209175,Magana,Tahmina,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209180,Best,Jodi,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209185,Esparza,Ritchie,"Summit Public School: Shasta",11,,M,FALSE
209190,Burch,George,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209195,Norris,Fahim,"Summit Public School: Shasta",11,White,M,FALSE
209200,Watt,Tiana,"Summit Public School: Shasta",11,Hispanic,M,FALSE
209210,Glenn,Esa,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209215,Finley,Lexi-Mai,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209220,Lancaster,Earl,"Summit Public School: Shasta",11,"Two or More Races",M,FALSE
209225,Poole,Osama,"Summit Public School: Shasta",11,Hispanic,F,FALSE
209230,Suarez,Harvey-Lee,"Summit Public School: Shasta",11,"Black or African American",M,FALSE
209245,Rosas,Krzysztof,"Summit Public School: Shasta",12,"Two or More Races",M,FALSE
209315,Hester,Esa,"Summit Public School: K2",9,Hispanic,M,FALSE
209320,Shields,Kirsten,"Summit Public School: K2",9,Asian,F,FALSE
209345,Alcock,Sonia,"Summit Public School: K2",9,Hispanic,M,FALSE
209350,Bellamy,Rudi,"Summit Public School: K2",9,"Two or More Races",F,FALSE
209360,Walton,Tanner,"Summit Public School: K2",9,Asian,M,FALSE
209370,Black,Josephine,"Summit Public School: K2",9,Asian,F,FALSE
209375,Mccoy,Atlanta,"Summit Public School: K2",9,Asian,F,FALSE
209380,Butler,Macauly,"Summit NPS: K2",11,Hispanic,M,FALSE
209430,Wilkinson,Sheikh,"Summit Public School: K2",9,Hispanic,M,FALSE
209435,Waters,Samantha,"Summit Public School: K2",9,"Black or African American",M,TRUE
209440,Hussain,Martha,"Summit Public School: K2",9,Asian,F,FALSE
209445,Mccormack,Leopold,"Summit Public School: K2",11,White,M,FALSE
209450,Wise,Finnlay,"Summit Public School: K2",12,Hispanic,F,FALSE
209460,Jennings,Tess,"Summit Public School: K2",9,White,M,FALSE
209465,Barron,Jocelyn,"Summit Public School: K2",9,Hispanic,M,FALSE
209470,Hodson,Fabian,"Summit Public School: K2",9,Hispanic,F,FALSE
209505,Bradshaw,Christiana,"Summit Public School: K2",9,Hispanic,M,FALSE
209510,Beasley,Tobey,"Summit Public School: K2",9,Hispanic,F,FALSE
209515,Hulme,Ffion,"Summit Public School: K2",9,Hispanic,F,TRUE
209525,Bradford,Gia,"Summit Public School: K2",11,Hispanic,M,FALSE
209530,Knapp,Sohail,"Summit Public School: K2",9,Asian,M,TRUE
209535,Gay,Sumayya,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
209540,Reader,Nana,"Summit Public School: K2",9,Hispanic,F,FALSE
209545,Martins,Kayan,"Summit Public School: K2",11,Hispanic,F,FALSE
209550,Reilly,Rudra,"Summit Public School: K2",9,"Black or African American",M,FALSE
209560,Sharp,Rianne,"Summit Public School: K2",11,Hispanic,M,FALSE
209565,Woodley,Mia,"Summit Public School: K2",9,Hispanic,F,FALSE
209600,Frederick,Amiee,"Summit Public School: K2",9,Hispanic,F,FALSE
209605,Becker,Bryony,"Summit Public School: K2",9,Hispanic,M,FALSE
209615,Garcia,Mohamad,"Summit Public School: K2",9,,F,FALSE
209620,Ireland,Hanifa,"Summit Public School: K2",9,White,M,TRUE
209625,Mcarthur,Shiloh,"Summit Public School: K2",9,Hispanic,F,FALSE
209685,Dominguez,Kye,"Summit Public School: K2",9,White,M,FALSE
209730,Waters,Alba,"Summit Public School: K2",9,Hispanic,M,FALSE
209760,Hubbard,Zi,"Summit Public School: K2",9,Hispanic,M,FALSE
209765,Bush,Krzysztof,"Summit Public School: K2",10,"Black or African American",M,FALSE
209770,Odling,Blaine,"Summit Public School: K2",9,Hispanic,M,FALSE
209785,David,Kenneth,"Summit Public School: K2",9,White,M,
209790,Bourne,Rui,"Summit Public School: K2",9,White,F,FALSE
209795,Oconnell,Bryce,"Summit Public School: K2",9,Hispanic,M,FALSE
209805,Hutchinson,Elena,"Summit Public School: K2",8,White,M,FALSE
209820,Stephens,Aariz,"Summit Public School: K2",9,White,M,
209840,Thompson,Karim,"Summit Public School: K2",9,Hispanic,M,FALSE
209850,Evans,Rhyley,"Summit Public School: Tamalpais",10,Hispanic,M,FALSE
209860,Blanchard,Minahil,"Summit Public School: K2",12,Hispanic,F,FALSE
209870,Edge,Leroy,"Summit Public School: K2",10,White,M,FALSE
209875,Strickland,Rohaan,"Summit Public School: K2",12,"Black or African American",F,FALSE
209890,Snow,Zoey,"Summit Public School: K2",9,"Two or More Races",F,FALSE
209905,Booker,Myron,"Summit Public School: K2",9,Hispanic,F,FALSE
209930,Horne,Zidane,"Summit Public School: K2",11,Hispanic,F,FALSE
209935,Mosley,Cairo,"Summit Public School: K2",9,Hispanic,M,FALSE
209940,Vu,Zidan,"Summit Public School: K2",9,Hispanic,M,FALSE
209955,Holman,Anisha,"Summit Public School: K2",9,Asian,M,FALSE
209965,Markham,Beatrix,"Summit Public School: K2",9,White,F,FALSE
209980,Ahmed,Jaye,"Summit Public School: K2",9,Hispanic,F,TRUE
209985,Hawes,Marshall,"Summit Public School: K2",9,White,M,FALSE
210015,Riley,Reanne,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210045,Battle,Tolga,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210050,Justice,Eoghan,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210055,Allen,Keeva,"Summit Public School: Tamalpais",9,White,M,FALSE
210070,Lang,Vivien,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210075,Proctor,Ines,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210080,Jones,Nia,"Summit Public School: Tamalpais",10,"Black or African American",F,FALSE
210085,Goodwin,Ignacy,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210090,Roberts,Edgar,"Summit Public School: Tamalpais",9,"Two or More Races",M,FALSE
210100,Cole,Taran,"Summit Public School: Tamalpais",9,White,M,FALSE
210105,Clark,Kasey,"Summit Public School: Tamalpais",9,Asian,F,FALSE
210145,Hayes,Terrell,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210160,Bowen,Lenny,"Summit Public School: Tamalpais",9,Asian,F,FALSE
210170,Senior,Farrell,"Summit Public School: Tamalpais",9,White,M,FALSE
210175,Gould,Lubna,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210180,Rowland,Faith,"Summit Public School: Tamalpais",9,White,M,FALSE
210185,Butler,Marley,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210215,Vaughn,Violet,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210220,Britton,Muhammed,"Summit Public School: Tamalpais",8,Hispanic,F,FALSE
210225,Leonard,Earl,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210230,Firth,Bryce,"Summit Public School: Tamalpais",9,,F,FALSE
210245,Irving,Arnav,"Summit Public School: Tamalpais",9,"Two or More Races",M,FALSE
210250,Seymour,Cobie,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210260,Webb,Huzaifa,"Summit Public School: Tamalpais",10,Asian,M,FALSE
210280,Mccullough,Asim,"Summit Public School: Tamalpais",9,White,M,FALSE
210305,Vasquez,Conner,"Summit Public School: Tamalpais",9,"Two or More Races",M,TRUE
210310,Wilcox,Dan,"Summit Public School: Tamalpais",9,Asian,M,FALSE
210315,Floyd,Aariz,"Summit Public School: Tamalpais",8,Hispanic,M,TRUE
210320,Cantrell,Paloma,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210325,Eaton,Eduardo,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210330,Emerson,Loren,"Summit Public School: Tamalpais",9,"Black or African American",F,FALSE
210335,Melton,Ramone,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210340,Villa,Kiah,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210350,Khan,Elle-May,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210355,Blevins,Zayd,"Summit Public School: Tamalpais",9,White,F,FALSE
210365,Simpson,Brennan,"Summit Public School: Tamalpais",9,Hispanic,F,TRUE
210370,Crawford,Esa,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210375,Hulme,Parris,"Summit Public School: Tamalpais",9,Hispanic,M,TRUE
210400,Reid,Jaylen,"Summit Public School: Tamalpais",9,Asian,F,FALSE
210405,Corbett,Hafsah,"Summit Public School: Tamalpais",9,White,M,
210410,Ireland,Rima,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210420,Fellows,Jolie,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210430,Cameron,Eathan,"Summit Public School: Tamalpais",9,Asian,M,FALSE
210440,Vaughn,Sonya,"Summit Public School: Tamalpais",9,"Two or More Races",F,FALSE
210445,Cox,Kory,"Summit Public School: Tamalpais",10,Hispanic,M,FALSE
210450,Best,Leonardo,"Summit Public School: Tamalpais",9,"Two or More Races",F,TRUE
210460,Pickett,Samir,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210465,Frederick,Gracie,"Summit Public School: Tamalpais",9,White,M,FALSE
210490,Cardenas,Ariana,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210495,Richmond,Elaine,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210520,Schaefer,Rylee,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210545,Redman,Armani,"Summit Public School: Tamalpais",9,White,M,FALSE
210560,Waller,Kallum,"Summit Public School: Tamalpais",9,White,F,FALSE
210580,Mccarthy,Eva,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210585,Robbins,Leilani,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210590,Coles,Troy,"Summit Public School: Tamalpais",9,Asian,M,
210615,Richard,Charly,"Summit Public School: Tamalpais",9,Hispanic,F,FALSE
210620,Choi,Dru,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210645,Booth,Erica,"Summit Public School: Tamalpais",10,Hispanic,M,FALSE
210650,Sanders,Tiya,"Summit Public School: Tamalpais",9,Hispanic,M,FALSE
210660,Lamb,Fabian,"Summit Public School: Tamalpais",9,"Two or More Races",F,FALSE
210905,Mac,Acacia,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
210910,Neale,Joni,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
210915,Booker,Rafi,"Summit Preparatory Charter High School",11,White,M,FALSE
210925,Blair,Elinor,"Summit Preparatory Charter High School",10,Hispanic,M,FALSE
210935,Beard,Lynsey,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
210940,Rodriguez,Harlow,"Summit Public School: Rainier",11,Asian,F,FALSE
210945,Redman,Benito,"Summit Public School: Rainier",11,Hispanic,M,FALSE
210955,Ahmed,Rukhsar,"Summit Public School: Rainier",11,Hispanic,M,FALSE
210965,Rogers,Jeff,"Summit Public School: Rainier",11,Asian,F,FALSE
210980,Villanueva,Kimberley,"Summit Public School: Rainier",11,Hispanic,F,FALSE
210985,Bains,Vivian,"Summit Public School: Rainier",11,Hispanic,M,FALSE
210990,Clarke,Aden,"Summit Public School: Rainier",11,Hispanic,M,FALSE
211020,Lees,Krista,"Summit Public School: Rainier",11,"Two or More Races",M,FALSE
211025,Villalobos,Rian,"Summit Public School: Rainier",12,Asian,F,FALSE
211035,Barrett,Farah,"Summit Public School: Tahoma",11,Asian,M,FALSE
211040,Vu,Aarron,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
211045,Hardy,Nuha,"Summit Public School: Tahoma",11,Hispanic,M,TRUE
211050,Andrade,Milo,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
211055,Figueroa,Aden,"Summit Public School: Tahoma",10,Hispanic,M,FALSE
211060,Rooney,Esther,"Summit Public School: Tahoma",11,Hispanic,M,TRUE
211065,Guzman,Courtney,"Summit Public School: Tahoma",11,,M,FALSE
211070,Walker,Caleb,"Summit Public School: Denali",12,Hispanic,F,FALSE
211080,Henderson,Zi,"Summit Public School: Denali",10,Hispanic,M,FALSE
211105,Hardy,Nuha,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
211190,Nelson,Beau,"Everest Public High School",11,"Two or More Races",M,TRUE
211210,Mckinney,Rowan,"Summit Public School: Tahoma",11,White,M,
211215,Cottrell,Huw,"Summit Public School: Tahoma",12,Hispanic,F,FALSE
211225,Riddle,Richard,"Summit Public School: Tahoma",11,White,F,FALSE
211230,Parkes,Seren,"Summit Public School: Tahoma",11,Asian,M,FALSE
211235,Plant,Kie,"Summit Public School: Denali",10,White,M,TRUE
211250,Mccormack,Zephaniah,"Summit Public School: Tamalpais",10,Hispanic,F,FALSE
214825,Sampson,Ayyan,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
214835,Ramirez,Tymoteusz,"Summit Public School: Rainier",11,"Two or More Races",M,FALSE
214845,Morrow,Akbar,"Summit Public School: Rainier",11,Hispanic,M,FALSE
214850,Everett,Nyla,"Summit Public School: Rainier",11,Hispanic,M,FALSE
214855,Welsh,Vlad,"Summit Public School: Rainier",11,Hispanic,M,FALSE
214860,Kidd,Khushi,"Summit Public School: Rainier",11,"Two or More Races",F,FALSE
214865,Southern,Chace,"Summit Public School: Rainier",11,Hispanic,M,FALSE
214875,Leech,Ayesha,"Summit Public School: Rainier",11,Hispanic,F,FALSE
214880,Lindsey,Elaine,"Summit Public School: Rainier",11,Hispanic,F,FALSE
214885,Hubbard,Rui,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
214890,Wardle,Christiana,"Summit Public School: Tahoma",12,"Two or More Races",M,FALSE
214905,Hayes,Ceara,"Summit Public School: Tamalpais",10,Hispanic,F,FALSE
214955,Wardle,Abbigail,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
214960,Andrews,Jonathan,"Summit Preparatory Charter High School",12,Asian,M,FALSE
214965,Luna,Elyas,"Summit Preparatory Charter High School",12,White,M,FALSE
214970,Spooner,Esa,"Summit Preparatory Charter High School",10,Hispanic,M,TRUE
214975,Holman,Mohammed,"Summit Public School: Rainier",11,Hispanic,F,FALSE
214990,Garrison,Imaan,"Summit Public School: Denali",12,Hispanic,F,FALSE
215055,Vasquez,Alba,"Summit Preparatory Charter High School",12,Hispanic,M,FALSE
215065,Taylor,Kianna,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
215070,Garrison,Riyad,"Summit Preparatory Charter High School",12,Hispanic,F,TRUE
215080,Flores,Ayva,"Summit Preparatory Charter High School",11,Asian,F,FALSE
215085,Richard,Noor,"Summit Public School: Rainier",11,Hispanic,M,FALSE
215125,Kidd,Shiloh,"Summit Preparatory Charter High School",11,Hispanic,M,FALSE
215140,Schroeder,Ace,"Summit Public School: Tahoma",12,Hispanic,M,FALSE
215145,House,Kaylem,"Summit Public School: Denali",12,White,M,FALSE
215245,Hanson,Darren,"Summit Preparatory Charter High School",11,Hispanic,M,FALSE
215250,Riley,Sonnie,"Summit Preparatory Charter High School",10,Hispanic,F,FALSE
215265,Holcomb,Stefano,"Summit Public School: Rainier",11,Hispanic,M,FALSE
215275,Marriott,Ernest,"Summit Public School: Rainier",12,"Two or More Races",M,TRUE
215280,Buchanan,Eddie,"Summit Public School: Rainier",11,Hispanic,M,FALSE
215295,Rooney,Hafsah,"Summit Public School: Rainier",11,Hispanic,F,FALSE
215300,Schroeder,Mimi,"Summit Public School: Rainier",11,Hispanic,M,FALSE
215305,Davison,Samir,"Summit Public School: Rainier",11,"Two or More Races",F,FALSE
215320,Pickett,Aine,"Summit Public School: Tahoma",11,Hispanic,M,FALSE
215335,Goodman,Bryce,"Summit Public School: Shasta",11,Hispanic,F,FALSE
215430,Calvert,Cavan,"Summit Preparatory Charter High School",11,Hispanic,F,FALSE
215440,Cummings,Burhan,"Summit Public School: Rainier",11,Hispanic,M,FALSE
